customer_id,last_order,frequency,monetary,avg_order_value,avg_delivery_days,recency,R_score,F_score,M_score,rfm_score,cluster,segment,repurchase,future_revenue_90d,region,customer_type,repurchase_probability,predicted_90d_revenue
10213,2025-09-23,5,1344.21,268.842,6.4,100,2,3,4,9,0,Regular,1,762.28,North,Returning,0.916,753.05
10214,2025-07-07,4,1293.9,323.475,6.0,178,1,2,3,6,1,At Risk,1,657.96,West,Returning,0.16,670.59
10215,2025-12-24,6,1724.61,287.435,3.8333333333333335,8,5,4,4,13,0,Regular,1,1089.68,East,New,0.98,1073.38
10216,2025-12-28,8,2744.8599999999997,343.10749999999996,4.5,4,5,5,5,15,2,High Value,1,1668.19,West,Returning,0.992,1663.98
10217,2025-09-04,2,193.66,96.83,5.5,119,1,1,1,3,3,New/Occasional,0,97.46,North,New,0.044,90.52
10218,2025-11-28,3,639.22,213.07333333333335,3.3333333333333335,34,4,1,2,7,3,New/Occasional,1,427.71,North,Returning,0.996,420.23
10219,2025-12-12,5,1220.7400000000002,244.14800000000005,5.4,20,4,3,3,10,0,Regular,1,791.48,West,Returning,0.892,780.71
10220,2025-11-14,9,3040.74,337.85999999999996,4.555555555555555,48,3,5,5,13,2,High Value,1,1768.21,South,Returning,0.964,1797.77
10221,2025-12-14,5,1606.43,321.286,4.2,18,4,3,4,11,0,Regular,1,975.13,South,New,1.0,983.93
10222,2025-10-13,4,246.24,61.56,3.5,80,2,2,1,5,3,New/Occasional,1,161.54,South,New,0.748,152.42
10223,2025-08-26,2,215.93,107.965,5.5,128,1,1,1,3,1,At Risk,0,130.38,East,Returning,0.012,108.03
10224,2025-08-24,1,103.21,103.21,4.0,130,1,1,1,3,1,At Risk,0,0.0,West,Returning,0.056,18.04
10225,2025-12-18,9,2103.88,233.76444444444445,2.6666666666666665,14,5,5,5,15,2,High Value,1,1314.2,South,Returning,0.992,1318.16
10226,2025-11-17,2,167.86,83.93,5.5,45,3,1,1,5,3,New/Occasional,0,155.68,West,New,0.36,135.96
10227,2025-10-12,4,1240.1,310.025,4.0,81,2,2,3,7,3,New/Occasional,1,678.3,North,New,0.98,702.91
10228,2025-12-20,2,171.55,85.775,4.5,12,5,1,1,7,3,New/Occasional,1,126.53,East,Returning,0.964,133.32
10229,2025-11-05,7,1342.85,191.83571428571426,4.857142857142857,57,3,4,4,11,0,Regular,1,901.86,East,New,0.968,878.19
10230,2025-12-02,8,1126.1100000000001,140.76375000000002,2.875,30,4,5,3,12,0,Regular,1,779.16,North,Returning,0.932,763.34
10231,2025-02-03,2,1146.31,573.155,4.0,332,1,1,3,5,1,At Risk,0,427.7,North,Returning,0.12,463.84
10232,2025-11-13,4,431.25,107.8125,3.0,49,3,2,1,6,3,New/Occasional,1,320.38,South,New,0.944,303.64
10233,2025-08-09,5,375.64,75.128,4.0,145,1,3,1,5,1,At Risk,0,200.2,West,Returning,0.032,190.06
10234,2025-07-15,2,79.62,39.81,4.5,170,1,1,1,3,1,At Risk,0,0.0,East,New,0.032,1.87
10235,2025-12-25,3,336.34,112.11333333333333,3.6666666666666665,7,5,1,1,7,3,New/Occasional,1,293.72,West,Returning,1.0,252.93
10236,2025-11-13,9,1922.79,213.64333333333332,3.111111111111111,49,3,5,4,12,2,High Value,1,1175.79,West,Returning,0.988,1181.49
10237,2025-07-17,1,315.28,315.28,6.0,168,1,1,1,3,1,At Risk,0,130.89,South,Returning,0.028,99.62
10238,2025-12-27,5,2507.9700000000003,501.59400000000005,4.2,5,5,3,5,13,2,High Value,1,1476.19,West,New,0.972,1481.25
10239,2025-11-05,2,219.64,109.82,5.0,57,3,1,1,5,3,New/Occasional,0,171.31,North,Returning,0.832,167.18
10240,2025-12-17,5,1034.94,206.988,5.4,15,5,3,3,11,0,Regular,1,693.42,North,Returning,0.988,677.39
10241,2025-11-02,8,2228.56,278.57,5.375,60,3,5,5,13,2,High Value,1,1326.55,West,New,0.98,1368.28
10242,2025-12-03,5,1154.41,230.882,5.0,29,4,3,3,10,0,Regular,1,745.75,West,New,0.904,733.04
10243,2025-11-04,5,756.34,151.268,4.4,58,3,3,2,8,3,New/Occasional,1,488.25,North,New,0.932,507.84
10244,2025-12-29,9,2950.64,327.8488888888889,4.666666666666667,3,5,5,5,15,2,High Value,1,1750.36,South,Returning,0.944,1761.19
10245,2025-10-10,6,757.6800000000001,126.28000000000002,3.6666666666666665,83,2,4,2,8,0,Regular,1,476.99,East,Returning,0.944,487.52
10246,2025-11-25,3,305.49,101.83,4.333333333333333,37,4,1,1,6,3,New/Occasional,1,175.01,West,Returning,0.984,190.4
10247,2025-04-05,1,25.15,25.15,6.0,271,1,1,1,3,1,At Risk,0,0.0,East,Returning,0.0,0.0
10248,2025-11-23,5,2868.7400000000002,573.748,3.0,39,3,3,5,11,2,High Value,1,1657.75,South,Returning,1.0,1683.74
10249,2025-11-25,6,920.8,153.46666666666667,4.333333333333333,37,4,4,3,11,0,Regular,1,641.85,South,Returning,0.972,626.36
10250,2025-11-15,4,524.46,131.115,5.75,47,3,2,2,7,3,New/Occasional,1,323.77,South,Returning,0.98,334.7
10251,2025-03-16,2,739.5799999999999,369.78999999999996,5.5,291,1,1,2,4,1,At Risk,0,165.51,East,Returning,0.044,281.94
10252,2025-11-13,7,1636.2800000000002,233.75428571428574,3.857142857142857,49,3,4,4,11,0,Regular,0,974.19,West,New,1.0,976.43
10254,2025-07-23,2,264.26,132.13,3.5,162,1,1,1,3,1,At Risk,0,136.25,South,Returning,0.06,111.02
10255,2025-12-14,9,969.98,107.77555555555556,5.111111111111111,18,4,5,3,12,0,Regular,1,815.3,North,New,0.996,756.9
10256,2025-12-28,8,1847.38,230.9225,4.875,4,5,5,4,14,2,High Value,1,1256.51,West,Returning,0.996,1223.16
10257,2025-09-16,2,1241.25,620.625,5.5,107,2,1,3,6,3,New/Occasional,1,598.48,West,New,0.9,628.91
10258,2025-11-14,7,1598.83,228.4042857142857,3.7142857142857144,48,3,4,4,11,0,Regular,1,943.96,North,Returning,1.0,961.64
10259,2025-12-17,5,1218.16,243.632,4.2,15,5,3,3,11,0,Regular,1,739.21,North,Returning,0.956,754.21
10260,2025-12-03,6,1226.8600000000001,204.4766666666667,3.3333333333333335,29,4,4,3,11,0,Regular,1,813.77,East,Returning,0.972,800.77
10261,2025-11-05,5,1320.87,264.174,5.2,57,3,3,3,9,0,Regular,1,868.95,North,New,0.984,828.26
10262,2025-12-19,6,2003.3400000000001,333.89000000000004,4.0,13,5,4,5,14,0,Regular,1,1259.8,West,New,0.952,1227.21
10263,2025-11-22,6,1836.6,306.09999999999997,5.166666666666667,40,3,4,4,11,0,Regular,1,1118.78,South,New,0.984,1116.73
10264,2025-11-09,6,2091.1800000000003,348.53000000000003,6.0,53,3,4,5,12,0,Regular,1,1208.09,North,New,0.996,1238.96
10265,2025-12-10,4,723.5,180.875,6.25,22,4,2,2,8,3,New/Occasional,1,470.13,West,New,1.0,467.69
10266,2025-12-31,5,2543.35,508.66999999999996,5.6,1,5,3,5,13,2,High Value,1,1521.04,North,New,0.972,1504.1
10267,2025-10-18,4,571.62,142.905,5.0,75,2,2,2,6,3,New/Occasional,0,379.78,South,Returning,0.932,359.44
10268,2025-07-24,6,2456.04,409.34,5.666666666666667,161,1,4,5,10,2,High Value,1,1326.45,North,New,0.936,1351.09
10269,2025-11-22,5,653.97,130.794,4.0,40,3,3,2,8,3,New/Occasional,1,457.73,North,New,1.0,448.81
10270,2025-10-27,8,2929.15,366.14375,5.75,66,3,5,5,13,2,High Value,1,1735.26,North,Returning,0.976,1723.57
10271,2025-11-30,6,948.73,158.12166666666667,5.5,32,4,4,3,11,0,Regular,1,634.51,North,Returning,0.956,625.88
10272,2025-11-13,10,1104.15,110.415,4.4,49,3,5,3,11,0,Regular,1,759.34,North,Returning,0.968,751.76
10273,2025-10-30,3,829.38,276.46,3.0,63,3,1,2,6,3,New/Occasional,1,487.69,North,Returning,0.94,500.07
10274,2025-09-11,6,525.28,87.54666666666667,3.8333333333333335,112,2,4,2,8,0,Regular,1,322.75,East,Returning,0.956,325.57
10275,2025-10-21,7,926.23,132.31857142857143,5.428571428571429,72,2,4,3,9,0,Regular,0,573.26,East,Returning,0.388,595.57
10277,2025-12-14,7,507.81,72.54428571428572,4.428571428571429,18,4,4,2,10,0,Regular,1,450.05,South,Returning,0.992,398.13
10278,2025-12-15,7,1043.83,149.1185714285714,3.5714285714285716,17,4,4,3,11,0,Regular,1,769.92,South,Returning,0.984,736.52
10279,2025-11-27,4,915.1099999999999,228.77749999999997,3.5,35,4,2,3,9,3,New/Occasional,1,579.76,West,New,0.952,577.36
10280,2025-10-24,5,654.89,130.978,5.0,69,2,3,2,7,3,New/Occasional,1,416.48,West,Returning,0.952,417.31
10281,2025-07-12,2,320.34000000000003,160.17000000000002,5.5,173,1,1,1,3,1,At Risk,0,113.04,North,New,0.008,99.95
10282,2025-11-01,9,2876.7799999999997,319.6422222222222,3.888888888888889,61,3,5,5,13,2,High Value,1,1725.81,North,Returning,0.996,1719.61
10283,2025-10-20,4,1207.79,301.9475,6.5,73,2,2,3,7,3,New/Occasional,1,740.5,North,New,0.984,698.62
10284,2025-12-20,6,1217.78,202.96333333333334,4.166666666666667,12,5,4,3,12,0,Regular,1,800.7,South,New,0.956,788.27
10285,2025-12-30,4,1667.92,416.98,5.0,2,5,2,4,11,0,Regular,1,1038.07,East,New,0.984,1019.99
10287,2025-06-11,2,513.1800000000001,256.59000000000003,6.0,204,1,1,2,4,1,At Risk,0,225.32,North,New,0.008,196.64
10288,2025-11-26,4,407.12,101.78,5.0,36,4,2,1,7,3,New/Occasional,1,337.89,South,Returning,0.956,318.0
10289,2025-12-15,6,3805.02,634.17,4.666666666666667,17,4,4,5,13,2,High Value,1,2209.97,South,Returning,0.98,2215.91
10290,2025-10-17,8,1559.99,194.99875,4.75,76,2,5,4,11,0,Regular,1,1001.44,North,New,0.976,971.65
10291,2025-11-20,4,334.40999999999997,83.60249999999999,5.0,42,3,2,1,6,3,New/Occasional,1,210.75,West,Returning,0.992,222.52
10292,2025-11-30,6,1866.35,311.05833333333334,3.8333333333333335,32,4,4,4,12,0,Regular,1,1128.66,North,New,0.996,1120.36
10293,2025-12-31,7,2730.33,390.04714285714283,4.857142857142857,1,5,4,5,14,2,High Value,1,1685.96,West,New,0.98,1671.89
10294,2025-12-03,5,1029.72,205.94400000000002,5.4,29,4,3,3,10,0,Regular,1,713.79,North,Returning,0.96,672.2
10295,2025-11-12,4,504.79999999999995,126.19999999999999,3.25,50,3,2,2,7,3,New/Occasional,1,308.34,West,Returning,0.984,315.97
10296,2025-12-16,6,1678.77,279.795,4.833333333333333,16,4,4,4,12,0,Regular,1,1045.97,West,New,0.992,1024.64
10297,2025-09-23,2,227.37,113.685,4.5,100,2,1,1,4,3,New/Occasional,0,101.16,West,Returning,0.176,99.16
10298,2025-06-29,2,996.15,498.075,7.0,186,1,1,3,5,1,At Risk,0,443.26,West,New,0.048,435.02
10299,2025-08-07,3,618.3199999999999,206.10666666666665,3.6666666666666665,147,1,1,2,4,1,At Risk,0,249.21,West,Returning,0.04,257.06
10300,2025-11-29,9,3457.87,384.2077777777778,4.666666666666667,33,4,5,5,14,2,High Value,1,2081.65,East,Returning,0.94,2042.38
10301,2025-10-05,6,1276.5,212.75,4.5,88,2,4,3,9,0,Regular,1,716.23,West,Returning,0.992,752.78
10302,2025-12-08,8,824.3,103.0375,5.0,24,4,5,2,11,0,Regular,1,645.59,North,Returning,0.976,625.71
10303,2025-12-06,5,461.76,92.352,4.0,26,4,3,1,8,3,New/Occasional,1,397.81,South,New,0.932,370.6
10304,2025-12-25,3,2017.6599999999999,672.5533333333333,3.0,7,5,1,5,11,0,Regular,1,1165.07,South,Returning,0.952,1199.0
10305,2025-11-22,7,915.06,130.72285714285712,3.7142857142857144,40,3,4,3,10,0,Regular,1,578.86,West,Returning,0.996,609.18
10306,2025-12-31,4,939.44,234.86,5.25,1,5,2,3,10,3,New/Occasional,1,616.67,South,Returning,0.976,611.93
10307,2025-10-25,4,860.54,215.135,5.25,68,2,2,2,6,3,New/Occasional,1,495.9,South,New,0.992,491.61
10308,2025-12-30,7,2787.26,398.18,4.428571428571429,2,5,4,5,14,2,High Value,1,1679.85,East,Returning,1.0,1681.38
10309,2025-08-23,4,768.52,192.13,2.5,131,1,2,2,5,1,At Risk,1,409.99,South,Returning,0.764,402.32
10310,2025-12-06,3,628.1,209.36666666666667,5.0,26,4,1,2,7,3,New/Occasional,1,373.5,North,New,0.952,419.1
10311,2025-12-07,7,903.23,129.03285714285715,3.7142857142857144,25,4,4,3,11,0,Regular,1,688.34,South,New,0.988,658.46
10312,2025-09-23,3,1568.6399999999999,522.88,5.333333333333333,100,2,1,4,7,3,New/Occasional,1,834.31,South,Returning,0.872,844.67
10313,2025-04-16,2,864.39,432.195,5.5,260,1,1,2,4,1,At Risk,0,340.15,North,Returning,0.008,374.87
10314,2025-09-26,7,620.62,88.66,4.714285714285714,97,2,4,2,8,0,Regular,1,378.9,South,New,0.9,389.73
10315,2025-11-30,5,1661.6599999999999,332.332,5.6,32,4,3,4,11,0,Regular,1,1007.26,South,Returning,0.988,1001.18
10316,2025-10-18,6,1108.9099999999999,184.8183333333333,4.333333333333333,75,2,4,3,9,0,Regular,1,696.16,South,Returning,0.88,683.89
10317,2025-11-13,3,498.48,166.16,4.0,49,3,1,2,6,3,New/Occasional,1,318.81,South,Returning,0.988,318.71
10318,2025-11-23,5,1750.5,350.1,2.8,39,3,3,4,10,0,Regular,1,1038.79,East,Returning,0.996,1036.5
10319,2025-08-28,5,1362.53,272.506,5.6,126,1,3,4,8,0,Regular,1,738.74,South,Returning,0.888,736.85
10320,2025-11-20,8,2893.8,361.725,5.0,42,3,5,5,13,2,High Value,1,1713.55,West,Returning,0.996,1719.5
10321,2025-11-18,4,1026.25,256.5625,5.75,44,3,2,3,8,3,New/Occasional,1,603.21,West,Returning,0.964,625.85
10322,2025-12-30,8,1796.93,224.61625,5.875,2,5,5,4,14,2,High Value,1,1172.17,South,Returning,0.988,1175.23
10323,2025-10-24,5,1152.5900000000001,230.51800000000003,3.8,69,2,3,3,8,0,Regular,1,755.92,South,Returning,0.988,691.6
10324,2025-10-02,6,901.48,150.24666666666667,4.0,91,2,4,3,9,0,Regular,1,564.49,South,Returning,0.968,553.31
10325,2025-11-14,6,548.32,91.38666666666667,3.8333333333333335,48,3,4,2,9,0,Regular,1,417.23,West,Returning,1.0,394.76
10326,2025-12-09,6,1578.86,263.1433333333333,5.833333333333333,23,4,4,4,12,0,Regular,0,1023.55,East,New,0.372,1002.17
10327,2025-09-29,7,991.51,141.6442857142857,5.428571428571429,94,2,4,3,9,0,Regular,1,600.94,West,Returning,0.716,588.96
10328,2025-06-18,6,2250.53,375.08833333333337,4.0,197,1,4,5,10,1,At Risk,1,1135.34,South,Returning,0.828,1170.31
10329,2025-11-22,7,1693.06,241.8657142857143,5.714285714285714,40,3,4,4,11,0,Regular,1,1051.29,East,Returning,0.976,1062.2
10330,2025-10-12,7,2030.24,290.0342857142857,5.142857142857143,81,2,4,5,11,2,High Value,1,1229.66,South,Returning,0.956,1202.26
10331,2025-10-12,4,146.71,36.6775,4.0,81,2,2,1,5,3,New/Occasional,0,180.15,West,Returning,0.244,85.34
10332,2025-11-06,4,256.69,64.1725,5.0,56,3,2,1,6,3,New/Occasional,1,158.47,North,Returning,0.988,175.92
10333,2025-12-27,8,1947.17,243.39625,4.75,5,5,5,4,14,2,High Value,1,1278.94,East,Returning,1.0,1254.25
10334,2025-12-09,10,2846.89,284.68899999999996,4.7,23,4,5,5,14,2,High Value,0,1764.23,West,New,0.404,1750.36
10335,2025-10-27,6,2039.4099999999999,339.90166666666664,5.5,66,3,4,5,12,0,Regular,1,1186.67,North,New,0.98,1200.45
10336,2025-11-28,7,1137.52,162.50285714285715,4.428571428571429,34,4,4,3,11,0,Regular,1,714.43,East,New,0.672,725.46
10337,2025-12-05,6,648.18,108.02999999999999,4.833333333333333,27,4,4,2,10,0,Regular,1,449.76,North,New,0.996,463.11
10338,2025-10-31,6,1186.0,197.66666666666666,4.5,62,3,4,3,10,0,Regular,1,754.56,West,Returning,0.992,739.74
10339,2025-12-28,6,638.22,106.37,3.1666666666666665,4,5,4,2,11,0,Regular,1,528.22,North,Returning,0.992,496.71
10341,2025-10-19,5,2012.1100000000001,402.422,4.8,74,2,3,5,10,0,Regular,1,1064.71,North,New,0.88,1102.53
10342,2025-06-10,4,524.5699999999999,131.14249999999998,4.25,205,1,2,2,5,1,At Risk,0,223.95,West,Returning,0.084,208.55
10343,2025-03-24,2,103.41999999999999,51.709999999999994,2.5,283,1,1,1,3,1,At Risk,0,0.0,West,New,0.148,0.0
10344,2025-05-29,6,1180.58,196.76333333333332,5.5,217,1,4,3,8,1,At Risk,0,575.21,East,Returning,0.132,564.0
10345,2025-09-09,5,1142.17,228.43400000000003,4.6,114,2,3,3,8,0,Regular,1,660.17,West,New,0.984,640.94
10346,2025-11-14,7,1067.56,152.50857142857143,5.428571428571429,48,3,4,3,10,0,Regular,1,767.2,West,Returning,0.96,724.81
10347,2025-12-15,6,1331.6599999999999,221.9433333333333,4.333333333333333,17,4,4,3,11,0,Regular,1,829.99,West,New,0.908,841.5
10348,2025-11-16,6,2315.67,385.945,3.1666666666666665,46,3,4,5,12,2,High Value,1,1366.87,South,Returning,0.992,1365.03
10349,2025-12-19,10,1315.31,131.531,4.9,13,5,5,3,13,2,High Value,1,866.58,East,Returning,0.916,875.73
10350,2025-06-20,3,2381.2,793.7333333333332,3.6666666666666665,195,1,1,5,7,1,At Risk,0,1233.51,North,Returning,0.232,1343.01
10351,2025-12-15,4,1089.8600000000001,272.46500000000003,5.5,17,4,2,3,9,3,New/Occasional,1,661.97,East,New,0.968,673.22
10352,2025-12-21,3,585.78,195.26,4.333333333333333,11,5,1,2,8,3,New/Occasional,1,451.44,North,Returning,0.872,386.88
10353,2025-12-05,5,912.48,182.496,4.0,27,4,3,3,10,0,Regular,1,610.18,East,Returning,0.92,590.62
10354,2025-12-20,9,1555.7,172.85555555555555,4.222222222222222,12,5,5,4,14,2,High Value,1,1026.92,East,Returning,0.992,1007.22
10355,2025-11-17,2,319.23,159.615,3.5,45,3,1,1,5,3,New/Occasional,1,191.41,South,Returning,0.78,189.37
10356,2025-07-31,7,2156.2799999999997,308.03999999999996,3.2857142857142856,154,1,4,5,10,2,High Value,1,1216.12,South,Returning,0.94,1238.68
10357,2025-11-09,5,1158.1,231.61999999999998,5.6,53,3,3,3,9,0,Regular,1,733.44,West,New,0.904,720.86
10358,2025-08-17,3,271.27,90.42333333333333,5.0,137,1,1,1,3,1,At Risk,0,68.99,West,New,0.048,106.05
10359,2025-10-22,3,915.26,305.08666666666664,4.333333333333333,71,2,1,3,6,3,New/Occasional,1,518.29,South,New,0.984,530.66
10360,2025-12-02,5,434.76,86.952,3.6,30,4,3,1,8,3,New/Occasional,0,332.03,East,New,0.372,326.8
10361,2025-12-15,7,2941.43,420.2042857142857,4.285714285714286,17,4,4,5,13,2,High Value,1,1765.9,West,Returning,0.996,1733.0
10362,2025-09-13,7,1650.33,235.76142857142855,3.142857142857143,110,2,4,4,10,0,Regular,1,1010.39,North,Returning,0.98,935.8
10363,2025-12-14,6,2512.7000000000003,418.78333333333336,4.5,18,4,4,5,13,2,High Value,1,1453.89,North,Returning,0.996,1470.61
10364,2025-12-08,5,1812.8100000000002,362.562,2.6,24,4,3,4,11,0,Regular,1,1128.9,North,Returning,0.968,1115.1
10365,2025-10-17,6,1191.16,198.52666666666667,4.666666666666667,76,2,4,3,9,0,Regular,1,737.49,East,Returning,0.956,724.05
10366,2025-12-15,6,3344.67,557.445,3.1666666666666665,17,4,4,5,13,2,High Value,1,1944.85,South,Returning,0.996,1912.97
10367,2025-10-10,4,1588.71,397.1775,5.25,83,2,2,4,8,0,Regular,1,929.31,West,Returning,0.984,917.75
10368,2025-10-26,7,1711.91,244.55857142857144,4.0,67,2,4,4,10,0,Regular,1,1023.84,East,New,0.996,1035.0
10369,2025-12-20,5,1026.28,205.256,5.2,12,5,3,3,11,0,Regular,1,610.22,South,Returning,0.984,642.58
10370,2025-09-18,4,640.47,160.1175,5.5,105,2,2,2,6,3,New/Occasional,0,239.58,West,Returning,0.86,293.98
10371,2025-12-31,8,849.44,106.18,5.0,1,5,5,2,12,0,Regular,1,597.72,West,New,0.992,618.8
10372,2025-08-26,6,848.56,141.42666666666665,5.5,128,1,4,2,7,0,Regular,1,470.46,South,Returning,0.768,468.51
10373,2025-10-01,3,247.93,82.64333333333333,5.0,92,2,1,1,4,3,New/Occasional,1,143.57,South,Returning,0.748,123.77
10374,2025-08-12,2,402.24,201.12,6.0,142,1,1,1,3,1,At Risk,0,180.34,South,Returning,0.04,167.71
10375,2025-12-29,8,1931.24,241.405,5.0,3,5,5,4,14,2,High Value,1,1224.45,North,Returning,1.0,1248.16
10376,2025-08-12,6,2523.47,420.5783333333333,3.3333333333333335,142,1,4,5,10,2,High Value,1,1348.75,North,Returning,0.992,1374.77
10377,2025-11-05,6,2219.0299999999997,369.8383333333333,5.333333333333333,57,3,4,5,12,0,Regular,1,1293.85,West,New,0.988,1285.03
10378,2025-11-08,4,1843.57,460.8925,3.25,54,3,2,4,9,0,Regular,1,1059.72,South,New,0.988,1078.9
10379,2025-11-14,4,433.37,108.3425,4.0,48,3,2,1,6,3,New/Occasional,1,357.97,South,Returning,0.956,303.89
10380,2025-11-26,6,1998.47,333.0783333333333,6.666666666666667,36,4,4,5,13,0,Regular,1,1224.25,West,Returning,0.992,1206.65
10381,2025-12-06,4,727.17,181.7925,4.75,26,4,2,2,8,3,New/Occasional,1,420.57,East,Returning,1.0,443.98
10382,2025-10-28,7,1050.46,150.06571428571428,4.571428571428571,65,3,4,3,10,0,Regular,1,664.23,West,Returning,1.0,681.11
10383,2025-12-29,8,2355.88,294.485,4.375,3,5,5,5,15,2,High Value,1,1491.41,West,Returning,0.98,1473.22
10384,2025-07-31,5,453.06,90.612,3.6,154,1,3,1,5,1,At Risk,0,231.32,South,Returning,0.028,222.45
10385,2025-10-22,5,901.3399999999999,180.26799999999997,5.4,71,2,3,3,8,0,Regular,1,495.0,South,New,0.924,517.24
10386,2025-10-19,3,1760.07,586.6899999999999,3.6666666666666665,74,2,1,4,7,3,New/Occasional,1,1014.08,West,New,0.944,1010.73
10387,2025-11-12,6,2561.55,426.925,3.0,50,3,4,5,12,2,High Value,1,1514.57,East,New,0.996,1494.39
10388,2025-10-30,6,1991.09,331.8483333333333,3.8333333333333335,63,3,4,5,12,0,Regular,1,1170.9,West,New,0.992,1183.22
10389,2025-11-03,3,357.43,119.14333333333333,5.0,59,3,1,1,5,3,New/Occasional,1,199.26,North,Returning,0.992,227.95
10390,2025-08-01,5,1153.41,230.68200000000002,4.0,153,1,3,3,7,1,At Risk,0,652.14,West,Returning,0.108,638.25
10391,2025-12-30,4,2198.47,549.6175,6.75,2,5,2,5,12,0,Regular,1,1245.87,East,New,0.968,1261.54
10392,2025-10-11,4,1973.88,493.47,3.5,82,2,2,5,9,0,Regular,1,1059.43,North,Returning,0.98,1081.6
10393,2025-12-19,4,685.2,171.3,3.5,13,5,2,2,9,3,New/Occasional,1,441.44,East,Returning,0.952,441.16
10394,2025-12-18,6,1256.96,209.49333333333334,4.333333333333333,14,5,4,3,12,0,Regular,1,827.31,East,New,0.928,823.99
10395,2025-09-12,4,1464.34,366.085,5.25,111,2,2,4,8,0,Regular,1,759.74,North,New,0.956,789.35
10396,2025-09-27,4,640.71,160.1775,5.75,96,2,2,2,6,3,New/Occasional,1,348.93,South,New,0.82,339.27
10397,2025-08-20,6,464.2,77.36666666666666,4.166666666666667,134,1,4,1,6,0,Regular,0,260.76,West,Returning,0.196,251.04
10398,2025-12-05,6,357.03999999999996,59.50666666666666,5.166666666666667,27,4,4,1,9,0,Regular,1,322.08,South,New,0.988,312.06
10399,2025-11-09,8,4827.86,603.4825,4.125,53,3,5,5,13,2,High Value,1,2771.93,South,New,0.968,2712.21
10400,2025-12-07,3,594.09,198.03,3.6666666666666665,25,4,1,2,7,3,New/Occasional,1,378.69,South,New,0.96,392.65
10401,2025-12-12,9,2213.95,245.9944444444444,6.0,20,4,5,5,14,2,High Value,1,1366.97,South,Returning,0.98,1369.65
10402,2025-02-07,2,143.02,71.51,4.5,328,1,1,1,3,1,At Risk,1,0.0,West,New,0.608,0.22
10403,2025-11-18,5,3004.4,600.88,4.8,44,3,3,5,11,2,High Value,1,1755.91,West,Returning,0.996,1738.63
10404,2025-11-17,3,1183.82,394.6066666666666,5.0,45,3,1,3,7,3,New/Occasional,1,716.43,North,New,0.992,713.27
10405,2025-09-28,6,858.21,143.035,4.333333333333333,95,2,4,2,8,0,Regular,1,497.28,West,Returning,0.936,501.72
10406,2025-11-22,3,554.89,184.96333333333334,5.333333333333333,40,3,1,2,6,3,New/Occasional,1,335.25,West,Returning,0.98,361.59
10407,2025-09-12,4,1506.73,376.6825,4.0,111,2,2,4,8,0,Regular,1,847.48,South,Returning,0.932,849.88
10408,2025-04-16,1,29.02,29.02,4.0,260,1,1,1,3,1,At Risk,0,0.0,West,New,0.008,0.0
10409,2025-11-15,4,929.37,232.3425,4.0,47,3,2,3,8,3,New/Occasional,1,538.43,North,Returning,0.988,560.92
10410,2025-11-06,4,1049.28,262.32,6.5,56,3,2,3,8,3,New/Occasional,1,638.81,West,Returning,0.992,637.47
10411,2025-11-15,4,324.44,81.11,5.5,47,3,2,1,6,3,New/Occasional,1,192.37,East,New,0.98,205.07
10412,2025-10-15,2,91.75,45.875,6.5,78,2,1,1,4,3,New/Occasional,0,38.93,East,New,0.156,46.86
10413,2025-09-14,5,498.55,99.71000000000001,4.4,109,2,3,2,7,3,New/Occasional,1,327.33,North,Returning,0.956,291.94
10414,2025-07-16,4,485.18,121.295,3.5,169,1,2,1,4,1,At Risk,1,221.83,West,Returning,0.644,217.0
10415,2025-06-22,3,402.43,134.14333333333335,4.666666666666667,193,1,1,1,3,1,At Risk,0,94.99,North,New,0.016,116.92
10416,2025-08-25,3,631.65,210.54999999999998,4.666666666666667,129,1,1,2,4,1,At Risk,0,331.85,South,New,0.096,312.48
10417,2025-05-20,1,216.6,216.6,2.0,226,1,1,1,3,1,At Risk,0,0.0,North,Returning,0.06,3.72
10418,2025-12-19,4,291.49,72.8725,3.5,13,5,2,1,8,3,New/Occasional,1,280.22,West,Returning,1.0,246.29
10419,2025-09-28,4,558.27,139.5675,4.25,95,2,2,2,6,3,New/Occasional,1,341.37,North,Returning,0.956,335.96
10420,2025-11-27,6,2508.9900000000002,418.165,3.1666666666666665,35,4,4,5,13,2,High Value,1,1474.29,West,Returning,0.988,1468.05
10421,2025-11-16,7,1051.4299999999998,150.2042857142857,5.142857142857143,46,3,4,3,10,0,Regular,1,666.64,East,Returning,0.996,706.62
10422,2025-08-13,6,1176.59,196.09833333333333,4.833333333333333,141,1,4,3,8,0,Regular,0,628.5,North,New,0.204,622.48
10423,2025-12-27,4,678.8900000000001,169.72250000000003,4.5,5,5,2,2,9,3,New/Occasional,0,561.53,North,Returning,0.34,441.16
10424,2025-10-19,6,1019.1700000000001,169.86166666666668,2.6666666666666665,74,2,4,3,9,0,Regular,1,551.75,North,Returning,0.948,625.13
10425,2025-10-07,4,655.55,163.8875,6.25,86,2,2,2,6,3,New/Occasional,1,323.54,East,New,0.912,350.2
10426,2025-12-24,4,422.89,105.7225,3.75,8,5,2,1,8,3,New/Occasional,1,365.98,West,New,0.892,339.24
10427,2025-11-22,7,884.41,126.3442857142857,4.142857142857143,40,3,4,2,9,0,Regular,1,637.46,North,Returning,0.996,627.77
