customer_id,region,customer_type,signup_days_ago
11335,West,Returning,420
11336,West,Returning,180
11337,North,Returning,1164
11338,East,New,474
11339,West,Returning,155
11340,South,New,703
11341,North,Returning,1063
11342,West,Returning,451
11343,South,Returning,1018
11344,East,New,744
11345,West,New,894
11346,East,Returning,376
11347,South,New,73
11348,South,New,434
11349,South,Returning,1111
11350,North,Returning,955
11351,West,Returning,947
11352,West,Returning,1057
11353,South,Returning,466
11354,South,New,406
11355,West,Returning,1112
11356,North,Returning,698
11357,South,Returning,378
11358,South,Returning,355
11359,East,Returning,1056
11360,North,Returning,92
11361,East,Returning,102
11362,South,Returning,893
11363,East,New,31
11364,North,New,230
11365,South,Returning,1189
11366,South,New,528
11367,North,Returning,881
11368,North,Returning,599
11369,North,Returning,135
11370,South,New,245
11371,North,Returning,920
11372,West,Returning,140
11373,South,New,725
11374,West,New,437
11375,West,New,463
11376,North,New,1144
11377,East,New,738
11378,West,Returning,749
11379,East,Returning,439
11380,South,New,476
11381,South,New,832
11382,North,New,75
11383,South,Returning,307
11384,West,New,732
11385,West,Returning,759
11386,North,New,137
11387,East,New,951
11388,South,Returning,664
11389,West,New,308
11390,North,New,909
11391,West,New,1189
11392,West,Returning,525
11393,North,Returning,361
11394,North,Returning,380
11395,West,Returning,723
11396,North,New,85
11397,South,Returning,595
11398,West,New,58
11399,East,Returning,75
11400,South,Returning,533
11401,South,Returning,902
11402,North,Returning,1063
11403,West,New,132
11404,South,Returning,315
11405,North,Returning,523
11406,South,Returning,701
11407,West,Returning,1184
11408,North,New,830
11409,West,Returning,659
11410,East,Returning,101
11411,West,Returning,124
11412,West,New,209
11413,West,Returning,803
11414,West,Returning,417
11415,North,Returning,311
11416,West,New,814
11417,East,New,983
11418,East,Returning,543
11419,West,New,1061
11420,West,Returning,889
11421,East,Returning,868
11422,South,New,1045
11423,South,New,245
11424,South,Returning,917
11425,South,New,1150
11426,South,Returning,1190
11427,North,Returning,706
11428,North,Returning,912
11429,West,Returning,1069
11430,South,Returning,1027
11431,West,Returning,1080
11432,East,New,1003
11433,North,Returning,476
11434,North,Returning,884
11435,North,Returning,510
11436,West,Returning,968
11437,North,New,977
11438,South,New,1123
11439,West,New,718
11440,West,New,585
11441,North,Returning,223
11442,North,New,776
11443,North,Returning,692
11444,North,New,632
11445,North,New,821
11446,East,Returning,1025
11447,West,New,203
11448,South,Returning,534
11449,East,Returning,875
11450,North,Returning,989
11451,West,New,940
11452,East,Returning,965
11453,West,New,1030
11454,West,Returning,1155
11455,South,Returning,741
11456,North,New,321
11457,North,New,689
11458,South,New,860
11459,West,New,147
11460,South,Returning,915
11461,West,Returning,666
11462,East,Returning,1125
11463,North,New,277
11464,South,Returning,1091
11465,East,New,554
11466,East,Returning,701
11467,South,New,802
11468,North,New,707
11469,West,Returning,1087
11470,North,New,225
11471,West,Returning,883
11472,North,Returning,1170
11473,North,New,287
11474,South,Returning,328
11475,South,Returning,585
11476,South,Returning,877
11477,South,Returning,1152
11478,West,Returning,961
11479,South,Returning,959
11480,South,Returning,546
11481,South,Returning,785
11482,North,New,277
11483,East,New,571
11484,North,Returning,251
11485,East,New,61
11486,North,New,1032
11487,West,New,971
11488,South,Returning,627
11489,West,New,46
11490,South,Returning,135
11491,North,Returning,160
11492,West,Returning,868
11493,East,New,268
11494,West,Returning,322
11495,South,Returning,1037
11496,East,Returning,1055
11497,West,Returning,922
11498,East,New,392
11499,South,Returning,708
11500,East,New,264
