order_id,customer_id,order_date,category,quantity,unit_price,discount,delivery_days,payment_method,revenue,region
500969,10905,2025-03-24,Sports,1,398.75,0.05,3,Net Banking,378.81,West
500970,11153,2025-11-02,Electronics,1,372.3,0.05,6,COD,353.68,North
500971,11134,2025-11-24,Fashion,3,16.42,0.1,4,Net Banking,44.33,West
500972,10303,2025-11-28,Home,4,11.0,0.1,5,COD,39.6,South
500973,11224,2025-01-03,Beauty,2,124.61,0.15,3,Net Banking,211.84,East
500974,11418,2025-10-28,Beauty,1,121.64,0.05,3,UPI,115.56,East
500975,10992,2025-02-10,Sports,1,60.36,0.0,4,Card,60.36,West
500976,11421,2025-10-23,Grocery,3,22.3,0.05,3,Net Banking,63.56,East
500977,11270,2025-11-18,Beauty,2,296.82,0.0,4,COD,593.64,South
500978,11000,2025-05-12,Fashion,2,44.53,0.0,6,Net Banking,89.06,South
500979,10716,2025-03-12,Fashion,1,139.59,0.05,8,COD,132.61,North
500980,11286,2025-09-18,Fashion,4,117.69,0.05,3,UPI,447.22,West
500981,10279,2025-01-25,Fashion,2,185.42,0.0,3,Card,370.84,West
500982,10842,2025-07-31,Sports,3,179.54,0.1,5,UPI,484.76,West
500983,11224,2025-05-02,Grocery,3,123.74,0.1,3,COD,334.1,East
500984,11417,2025-06-04,Sports,1,203.89,0.0,1,Net Banking,203.89,East
500985,10401,2025-10-29,Electronics,1,12.06,0.1,7,Card,10.85,South
500986,10141,2025-12-29,Beauty,4,155.73,0.0,5,UPI,622.92,South
500987,10501,2025-05-27,Beauty,4,62.48,0.05,5,UPI,237.42,West
500988,11296,2025-04-17,Fashion,2,169.38,0.1,1,UPI,304.88,South
500989,10786,2025-11-01,Fashion,1,26.52,0.05,3,Card,25.19,South
500990,10084,2025-05-31,Sports,2,59.53,0.1,2,Net Banking,107.15,North
500991,10180,2025-03-14,Beauty,4,30.08,0.05,4,UPI,114.3,West
500992,10509,2025-11-26,Home,3,16.85,0.0,5,COD,50.55,South
500993,10515,2025-12-28,Beauty,1,60.92,0.05,5,COD,57.87,South
500994,10203,2025-04-16,Grocery,3,14.9,0.0,3,COD,44.7,South
500995,10742,2025-02-27,Home,1,10.16,0.0,3,UPI,10.16,North
500996,10719,2025-02-25,Electronics,2,57.88,0.05,4,UPI,109.97,East
500997,10299,2025-08-07,Grocery,2,199.52,0.0,5,UPI,399.04,West
500998,10349,2025-04-24,Home,2,141.55,0.05,3,UPI,268.94,East
500999,10997,2025-08-16,Fashion,3,11.94,0.1,3,UPI,32.24,East
501000,11429,2025-10-05,Sports,1,19.95,0.1,3,Card,17.95,West
501001,11495,2025-01-03,Home,4,48.23,0.15,3,COD,163.98,South
501002,10839,2025-11-10,Beauty,3,52.59,0.1,4,UPI,141.99,South
501003,10058,2025-01-11,Home,2,9.63,0.15,2,Card,16.37,East
501004,11347,2025-02-11,Electronics,4,24.33,0.1,4,Card,87.59,South
501005,11426,2025-09-22,Electronics,2,22.05,0.1,7,UPI,39.69,South
501006,10418,2025-08-15,Home,2,80.41,0.1,4,UPI,144.74,West
501007,10601,2025-12-24,Beauty,1,113.34,0.15,2,UPI,96.34,South
501008,10039,2025-07-27,Fashion,4,32.8,0.1,1,Card,118.08,North
501009,11202,2025-06-02,Electronics,4,71.38,0.15,8,Card,242.69,East
501010,11164,2025-09-02,Grocery,1,29.5,0.05,7,UPI,28.02,North
501011,10031,2025-10-06,Sports,4,263.14,0.2,5,UPI,842.05,West
501012,11054,2025-09-02,Electronics,4,13.44,0.05,7,UPI,51.07,North
501013,10618,2025-05-16,Grocery,2,70.38,0.0,6,UPI,140.76,South
501014,10819,2025-12-17,Electronics,4,29.15,0.0,4,COD,116.6,East
501015,10328,2025-04-21,Fashion,3,42.69,0.1,2,COD,115.26,South
501016,11224,2025-05-07,Beauty,3,56.01,0.0,8,Card,168.03,East
501017,10607,2025-04-12,Fashion,1,96.16,0.0,4,Card,96.16,West
501018,11261,2025-04-20,Grocery,1,283.68,0.05,4,UPI,269.5,North
501019,10223,2025-03-19,Grocery,3,69.7,0.1,5,UPI,188.19,East
501020,10882,2025-08-01,Home,2,26.72,0.0,5,Card,53.44,East
501021,10466,2025-09-23,Fashion,4,74.77,0.1,6,COD,269.17,East
501022,11449,2025-06-06,Grocery,1,73.49,0.1,5,COD,66.14,East
501023,10836,2025-12-03,Sports,4,198.39,0.1,3,COD,714.2,East
501024,11080,2025-06-22,Grocery,3,72.35,0.1,5,Card,195.34,South
501025,10130,2025-06-20,Beauty,4,273.0,0.0,6,COD,1092.0,East
501026,11016,2025-01-26,Home,4,100.01,0.2,3,COD,320.03,North
501027,10152,2025-11-26,Fashion,4,83.55,0.15,7,Net Banking,284.07,West
501028,10543,2025-02-24,Sports,2,34.01,0.05,4,UPI,64.62,West
501029,10334,2025-03-02,Grocery,3,27.01,0.0,8,UPI,81.03,West
501030,10004,2025-12-08,Sports,1,12.2,0.05,2,Card,11.59,East
501031,10880,2025-07-09,Sports,2,77.69,0.15,6,Card,132.07,East
501032,10362,2025-01-25,Fashion,2,421.34,0.15,3,UPI,716.28,North
501033,10769,2025-06-11,Home,2,11.98,0.15,3,COD,20.37,North
501034,11146,2025-08-04,Beauty,3,399.29,0.2,6,Card,958.3,South
501035,10268,2025-01-04,Beauty,1,263.37,0.1,4,Card,237.03,North
501036,11065,2025-10-03,Sports,3,57.76,0.0,10,UPI,173.28,South
501037,10446,2025-09-02,Fashion,2,28.39,0.0,6,Card,56.78,East
501038,10497,2025-01-05,Sports,1,56.01,0.0,3,Card,56.01,South
501039,10866,2025-08-14,Electronics,3,263.41,0.0,6,UPI,790.23,West
501040,10939,2025-03-23,Sports,4,13.54,0.0,4,UPI,54.16,West
501041,10984,2025-09-26,Fashion,3,61.56,0.05,6,Card,175.45,South
501042,10293,2025-05-18,Grocery,1,11.18,0.1,4,Net Banking,10.06,West
501043,10870,2025-03-15,Beauty,3,115.46,0.0,5,UPI,346.38,North
501044,10396,2025-07-04,Beauty,3,13.93,0.15,5,UPI,35.52,South
501045,10416,2025-06-11,Electronics,3,41.5,0.15,5,UPI,105.82,South
501046,11422,2025-05-05,Sports,2,166.71,0.0,7,UPI,333.42,South
501047,10152,2025-11-17,Sports,1,129.34,0.0,1,COD,129.34,West
501048,10620,2025-08-25,Grocery,1,27.66,0.05,5,UPI,26.28,North
501049,10659,2025-06-27,Electronics,2,75.04,0.15,3,Card,127.57,East
501050,10368,2025-03-24,Home,3,17.1,0.1,2,Net Banking,46.17,East
501051,11179,2025-07-27,Grocery,3,62.57,0.0,3,UPI,187.71,North
501052,10731,2025-01-10,Electronics,3,14.38,0.1,3,Card,38.83,South
501053,11080,2025-11-19,Fashion,2,190.05,0.15,4,Net Banking,323.09,South
501054,10581,2025-01-01,Beauty,2,11.88,0.0,5,Card,23.76,South
501055,11346,2025-09-13,Grocery,1,108.03,0.1,6,UPI,97.23,East
501056,11095,2025-05-07,Grocery,4,61.87,0.05,4,UPI,235.11,East
501057,10500,2025-09-20,Grocery,2,27.55,0.0,8,Net Banking,55.1,South
501058,11444,2025-05-13,Home,3,65.6,0.15,4,Net Banking,167.28,North
501059,11298,2025-01-10,Fashion,2,14.89,0.0,1,UPI,29.78,North
501060,10888,2025-12-13,Sports,2,66.01,0.15,4,Card,112.22,North
501061,10025,2025-10-07,Grocery,1,93.18,0.1,5,UPI,83.86,West
501062,10887,2025-01-17,Electronics,4,58.43,0.0,1,UPI,233.72,South
501063,11037,2025-01-12,Grocery,1,33.93,0.1,7,Net Banking,30.54,South
501064,10548,2025-07-13,Beauty,4,42.22,0.0,4,Card,168.88,North
501065,10216,2025-12-16,Electronics,1,417.02,0.0,2,UPI,417.02,West
501066,10847,2025-07-30,Fashion,1,121.22,0.0,3,Card,121.22,South
501067,11203,2025-01-04,Sports,4,9.62,0.15,6,COD,32.71,West
501068,10479,2025-09-13,Electronics,4,25.34,0.15,6,COD,86.16,East
501069,10685,2025-06-06,Electronics,4,9.97,0.0,3,Card,39.88,East
501070,10002,2025-08-22,Grocery,4,21.99,0.05,2,COD,83.56,South
501071,11056,2025-05-08,Grocery,2,186.51,0.2,5,COD,298.42,East
501072,11300,2025-01-03,Electronics,1,259.59,0.1,5,Net Banking,233.63,South
501073,11165,2025-01-07,Grocery,3,57.19,0.0,6,Card,171.57,North
501074,10645,2025-08-19,Grocery,3,110.19,0.05,3,Card,314.04,East
501075,10068,2025-08-20,Grocery,3,28.75,0.05,4,Net Banking,81.94,South
501076,10739,2025-04-28,Home,1,58.81,0.0,5,UPI,58.81,South
501077,11411,2025-01-31,Fashion,1,222.65,0.05,6,Card,211.52,West
501078,10126,2025-10-10,Grocery,3,21.11,0.1,7,COD,57.0,South
501079,10321,2025-02-25,Grocery,4,32.74,0.1,8,Net Banking,117.86,West
501080,11256,2025-03-10,Fashion,4,18.47,0.05,7,Card,70.19,West
501081,10853,2025-06-15,Home,3,20.15,0.1,8,Card,54.4,West
501082,10256,2025-09-19,Electronics,2,10.96,0.05,7,COD,20.82,West
501083,10037,2025-12-30,Home,2,209.26,0.1,3,Card,376.67,North
501084,10616,2025-08-17,Electronics,3,221.92,0.0,8,Card,665.76,West
501085,10893,2025-12-17,Home,3,40.04,0.05,2,UPI,114.11,South
501086,11261,2025-08-27,Electronics,1,73.81,0.05,9,UPI,70.12,North
501087,11326,2025-11-06,Sports,2,22.22,0.05,3,UPI,42.22,West
501088,10687,2025-03-06,Fashion,3,12.83,0.1,6,Card,34.64,South
501089,10634,2025-01-21,Fashion,4,63.53,0.1,7,COD,228.71,South
501090,11397,2025-09-02,Sports,4,17.66,0.05,5,UPI,67.11,South
501091,11166,2025-12-22,Beauty,4,237.74,0.05,1,UPI,903.41,West
501092,10314,2025-09-26,Beauty,1,27.39,0.1,3,Card,24.65,South
501093,11022,2025-05-06,Home,2,122.07,0.1,5,UPI,219.73,West
501094,11073,2025-06-28,Beauty,3,26.02,0.1,6,Net Banking,70.25,South
501095,10351,2025-02-10,Home,4,21.01,0.15,4,UPI,71.43,East
501096,11467,2025-05-05,Fashion,2,62.5,0.1,5,COD,112.5,South
501097,10446,2025-09-07,Grocery,4,18.71,0.0,2,UPI,74.84,East
501098,10825,2025-03-02,Fashion,3,35.05,0.15,8,Net Banking,89.38,West
501099,10741,2025-06-25,Home,3,29.56,0.0,4,Card,88.68,North
501100,11039,2025-04-16,Sports,3,219.44,0.1,6,Net Banking,592.49,South
501101,11353,2025-06-29,Sports,4,85.73,0.2,7,Card,274.34,South
501102,10590,2025-10-06,Beauty,3,164.04,0.0,2,COD,492.12,North
501103,10577,2025-11-19,Home,3,73.68,0.0,5,UPI,221.04,West
501104,11128,2025-05-30,Sports,2,325.98,0.0,5,Card,651.96,East
501105,11429,2025-10-29,Home,2,53.42,0.2,4,UPI,85.47,West
501106,11364,2025-09-14,Grocery,3,188.99,0.05,6,COD,538.62,North
501107,11130,2025-12-03,Home,4,217.21,0.1,3,Card,781.96,West
501108,11055,2025-09-28,Beauty,3,324.8,0.0,5,Card,974.4,South
501109,11154,2025-07-21,Sports,4,110.16,0.0,4,UPI,440.64,North
501110,11404,2025-09-04,Electronics,3,400.33,0.0,9,UPI,1200.99,South
501111,10016,2025-04-26,Home,2,182.68,0.15,3,COD,310.56,North
501112,10883,2025-09-03,Electronics,3,31.5,0.0,6,Card,94.5,West
501113,10052,2025-09-16,Beauty,3,21.57,0.15,8,Card,55.0,North
501114,10866,2025-08-11,Fashion,4,29.52,0.1,3,Net Banking,106.27,West
501115,10593,2025-02-07,Home,2,83.17,0.15,5,UPI,141.39,South
501116,10457,2025-07-09,Beauty,1,20.4,0.05,3,Card,19.38,West
501117,11337,2025-09-17,Sports,1,23.01,0.05,1,UPI,21.86,North
501118,11065,2025-03-14,Grocery,1,119.5,0.0,3,COD,119.5,South
501119,10852,2025-10-15,Electronics,3,37.44,0.05,3,Card,106.7,North
501120,11323,2025-11-04,Fashion,4,113.33,0.1,3,COD,407.99,North
501121,10147,2025-07-16,Electronics,3,312.33,0.0,4,COD,936.99,South
501122,10970,2025-12-18,Fashion,1,10.45,0.2,5,UPI,8.36,North
501123,10235,2025-11-10,Grocery,2,92.46,0.0,2,UPI,184.92,West
501124,10350,2025-06-20,Sports,4,226.63,0.0,5,UPI,906.52,North
501125,10278,2025-11-19,Home,1,17.77,0.1,7,Card,15.99,South
501126,10817,2025-12-07,Home,3,179.91,0.05,7,UPI,512.74,West
501127,10944,2025-02-09,Sports,2,56.41,0.0,4,Card,112.82,South
501128,11134,2025-12-31,Sports,4,83.6,0.2,6,Card,267.52,West
501129,10661,2025-01-02,Home,3,11.36,0.0,3,Card,34.08,South
501130,11410,2025-06-27,Electronics,3,43.77,0.1,4,UPI,118.18,East
501131,10561,2025-12-09,Beauty,3,34.41,0.0,5,Net Banking,103.23,North
501132,10235,2025-09-22,Fashion,4,20.21,0.0,4,Net Banking,80.84,West
501133,10055,2025-04-08,Beauty,3,187.06,0.05,2,UPI,533.12,East
501134,10192,2025-08-23,Grocery,3,62.37,0.15,6,Net Banking,159.04,South
501135,10668,2025-03-20,Sports,4,202.33,0.05,3,COD,768.85,West
501136,10620,2025-03-28,Sports,3,20.63,0.0,3,UPI,61.89,North
501137,11282,2025-11-29,Electronics,3,138.36,0.0,7,Card,415.08,South
501138,10189,2025-01-18,Grocery,2,111.67,0.15,6,UPI,189.84,West
501139,10394,2025-12-18,Sports,2,106.26,0.0,5,COD,212.52,East
501140,11471,2025-06-15,Beauty,1,41.46,0.1,2,Net Banking,37.31,West
501141,10043,2025-01-24,Fashion,3,81.5,0.0,2,Card,244.5,East
501142,10637,2025-10-15,Sports,2,31.02,0.0,5,Card,62.04,East
501143,10298,2025-01-18,Grocery,4,185.09,0.0,6,COD,740.36,West
501144,10801,2025-04-29,Fashion,4,40.5,0.0,5,Card,162.0,West
501145,11461,2025-03-29,Electronics,4,51.24,0.05,4,Card,194.71,West
501146,10341,2025-10-14,Fashion,2,68.64,0.05,3,Card,130.42,North
501147,10556,2025-05-25,Sports,3,10.97,0.15,5,COD,27.97,North
501148,10674,2025-08-28,Electronics,4,43.4,0.0,2,Card,173.6,East
501149,11198,2025-01-27,Sports,3,21.96,0.05,5,UPI,62.59,East
501150,11478,2025-09-11,Home,3,321.51,0.05,2,UPI,916.3,West
501151,10145,2025-09-17,Grocery,2,40.19,0.0,2,Card,80.38,South
501152,10734,2025-04-15,Fashion,2,12.73,0.0,5,Card,25.46,South
501153,11129,2025-11-18,Home,3,14.25,0.0,6,Card,42.75,East
501154,10014,2025-06-21,Electronics,4,377.95,0.0,5,Card,1511.8,West
501155,11210,2025-09-01,Electronics,1,19.68,0.05,2,Net Banking,18.7,South
501156,10364,2025-03-08,Sports,1,9.96,0.0,1,COD,9.96,North
501157,10778,2025-12-07,Beauty,1,28.04,0.05,4,Card,26.64,North
501158,11468,2025-04-01,Grocery,3,24.6,0.05,1,COD,70.11,North
501159,10953,2025-08-17,Home,2,12.16,0.05,6,Card,23.1,South
501160,11484,2025-02-02,Grocery,2,372.14,0.0,2,Card,744.28,North
501161,10906,2025-01-17,Grocery,4,14.87,0.05,9,UPI,56.51,East
501162,10316,2025-02-16,Electronics,1,170.5,0.05,3,Card,161.98,South
501163,11039,2025-12-11,Fashion,1,243.71,0.2,5,Card,194.97,South
501164,10923,2025-03-18,Grocery,1,99.44,0.0,3,Card,99.44,East
501165,10467,2025-11-18,Home,2,14.68,0.0,4,COD,29.36,East
501166,10116,2025-07-31,Electronics,3,156.36,0.15,5,UPI,398.72,West
501167,10973,2025-02-02,Grocery,1,38.41,0.0,6,UPI,38.41,North
501168,10867,2025-06-11,Beauty,1,55.84,0.0,7,Net Banking,55.84,West
501169,11161,2025-06-24,Electronics,1,26.84,0.15,6,UPI,22.81,North
501170,10189,2025-04-08,Grocery,4,140.27,0.05,7,UPI,533.03,West
501171,10809,2025-08-09,Sports,1,62.96,0.1,3,Card,56.66,South
501172,11228,2025-11-11,Electronics,3,15.13,0.0,6,UPI,45.39,South
501173,11337,2025-11-19,Home,3,55.81,0.0,4,COD,167.43,North
501174,11410,2025-07-11,Electronics,1,185.53,0.0,6,UPI,185.53,East
501175,10318,2025-11-23,Grocery,3,362.69,0.1,5,Net Banking,979.26,East
501176,10260,2025-12-03,Electronics,2,386.03,0.05,6,UPI,733.46,East
501177,10865,2025-02-02,Sports,3,20.01,0.1,5,UPI,54.03,North
501178,10695,2025-08-20,Fashion,1,191.98,0.15,6,Card,163.18,West
501179,10352,2025-10-10,Fashion,3,62.04,0.2,3,UPI,148.9,North
501180,10154,2025-01-06,Sports,4,134.05,0.0,1,UPI,536.2,East
501181,10216,2025-08-09,Grocery,1,42.69,0.1,6,UPI,38.42,West
501182,10509,2025-11-30,Electronics,3,80.7,0.1,7,UPI,217.89,South
501183,11110,2025-04-08,Electronics,3,26.09,0.1,4,COD,70.44,North
501184,10098,2025-11-09,Electronics,1,67.88,0.15,6,COD,57.7,North
501185,10158,2025-12-07,Sports,3,27.42,0.1,1,Card,74.03,East
501186,10397,2025-08-20,Fashion,3,31.47,0.1,3,Card,84.97,West
501187,11311,2025-08-18,Electronics,2,61.63,0.0,5,Card,123.26,South
501188,11486,2025-07-15,Home,2,208.79,0.05,1,UPI,396.7,North
501189,10661,2025-05-30,Fashion,3,121.67,0.1,1,Card,328.51,South
501190,10067,2025-06-15,Sports,3,106.51,0.1,5,Net Banking,287.58,East
501191,10018,2025-07-10,Beauty,4,24.66,0.1,3,UPI,88.78,North
501192,11289,2025-06-25,Grocery,1,56.51,0.05,4,UPI,53.68,South
501193,10668,2025-10-29,Grocery,4,52.44,0.05,4,UPI,199.27,West
501194,10117,2025-10-08,Sports,1,129.35,0.2,2,Card,103.48,West
501195,11251,2025-05-07,Beauty,3,20.11,0.0,4,COD,60.33,North
501196,10794,2025-07-07,Grocery,2,12.73,0.1,4,UPI,22.91,North
501197,10525,2025-03-20,Sports,1,73.82,0.1,3,UPI,66.44,North
501198,10679,2025-03-06,Fashion,3,249.08,0.05,3,UPI,709.88,North
501199,10338,2025-05-15,Beauty,3,164.11,0.05,4,COD,467.71,West
501200,11398,2025-01-22,Sports,3,212.26,0.05,6,Card,604.94,West
501201,11182,2025-11-08,Fashion,2,33.02,0.1,4,UPI,59.44,North
501202,10299,2025-02-16,Home,2,22.82,0.0,1,UPI,45.64,West
501203,11103,2025-04-30,Grocery,3,105.88,0.15,2,UPI,269.99,West
501204,10270,2025-04-02,Electronics,1,11.22,0.1,6,Net Banking,10.1,North
501205,10680,2025-03-17,Sports,4,187.92,0.0,3,Card,751.68,South
501206,11124,2025-05-15,Fashion,3,172.83,0.0,4,UPI,518.49,North
501207,10055,2025-09-20,Fashion,4,62.59,0.0,8,Net Banking,250.36,East
501208,11089,2025-11-22,Electronics,1,15.74,0.0,6,Net Banking,15.74,South
501209,10339,2025-03-10,Beauty,3,29.55,0.0,1,UPI,88.65,North
501210,11049,2025-03-29,Grocery,3,390.59,0.0,7,UPI,1171.77,West
501211,10749,2025-06-21,Home,4,13.74,0.2,5,Net Banking,43.97,West
501212,10040,2025-04-27,Sports,2,11.49,0.1,5,UPI,20.68,East
501213,11143,2025-10-19,Grocery,4,37.72,0.15,5,UPI,128.25,West
501214,10390,2025-03-23,Grocery,1,30.49,0.1,6,Card,27.44,West
501215,11429,2025-05-27,Fashion,4,92.72,0.1,4,COD,333.79,West
501216,11260,2025-07-19,Home,3,9.97,0.15,2,UPI,25.42,West
501217,10290,2025-05-20,Sports,4,131.53,0.0,5,UPI,526.12,North
501218,10902,2025-08-14,Beauty,1,180.58,0.1,2,COD,162.52,South
501219,10544,2025-10-19,Fashion,2,23.17,0.15,8,COD,39.39,West
501220,10904,2025-07-14,Sports,3,71.47,0.15,4,UPI,182.25,South
501221,10836,2025-06-16,Sports,3,104.06,0.05,4,UPI,296.57,East
501222,10444,2025-12-14,Home,1,271.04,0.15,3,Card,230.38,North
501223,10978,2025-12-25,Sports,3,140.35,0.05,5,UPI,400.0,South
501224,10391,2025-12-30,Fashion,2,362.12,0.0,5,Card,724.24,East
501225,11362,2025-01-07,Grocery,1,22.16,0.0,3,UPI,22.16,South
501226,11420,2025-11-02,Fashion,3,89.06,0.05,5,COD,253.82,West
501227,10249,2025-11-25,Grocery,3,160.36,0.0,5,UPI,481.08,South
501228,11092,2025-10-21,Grocery,1,20.72,0.0,4,UPI,20.72,East
501229,11395,2025-10-01,Grocery,4,22.96,0.0,3,UPI,91.84,West
501230,10191,2025-05-14,Sports,3,9.97,0.15,9,UPI,25.42,West
501231,11110,2025-09-22,Fashion,2,332.0,0.15,7,Card,564.4,North
501232,11407,2025-07-31,Electronics,4,196.44,0.15,6,Card,667.9,West
501233,10338,2025-10-31,Beauty,4,20.87,0.1,7,COD,75.13,West
501234,10874,2025-05-09,Beauty,4,25.21,0.15,5,Card,85.71,South
501235,11197,2025-09-29,Sports,4,49.11,0.05,4,Card,186.62,North
501236,10501,2025-10-14,Fashion,1,244.54,0.05,1,COD,232.31,West
501237,10357,2025-11-01,Beauty,1,269.77,0.05,2,UPI,256.28,West
501238,10596,2025-03-04,Electronics,1,205.85,0.0,9,COD,205.85,South
501239,10504,2025-11-12,Sports,4,182.61,0.1,7,Card,657.4,South
501240,11089,2025-03-21,Beauty,2,84.94,0.05,5,UPI,161.39,South
501241,10557,2025-12-09,Electronics,2,29.64,0.2,1,Card,47.42,South
501242,10565,2025-01-15,Home,4,118.06,0.0,6,Net Banking,472.24,East
501243,11417,2025-03-23,Grocery,1,50.7,0.0,4,UPI,50.7,East
501244,10869,2025-08-11,Electronics,2,303.25,0.05,6,Card,576.17,North
501245,11395,2025-07-18,Beauty,2,51.85,0.0,2,Card,103.7,West
501246,11066,2025-09-09,Fashion,2,165.12,0.2,4,Card,264.19,West
501247,11328,2025-05-28,Electronics,3,17.09,0.1,6,UPI,46.14,East
501248,10294,2025-01-02,Electronics,3,83.71,0.05,8,UPI,238.57,North
501249,11408,2025-08-14,Grocery,2,47.24,0.1,3,UPI,85.03,North
501250,11417,2025-07-06,Fashion,1,55.54,0.05,3,COD,52.76,East
501251,10062,2025-07-05,Home,3,186.04,0.0,7,UPI,558.12,South
501252,10535,2025-05-18,Home,3,44.28,0.05,2,Card,126.2,North
501253,10620,2025-11-22,Beauty,3,14.54,0.0,2,UPI,43.62,North
501254,10630,2025-10-17,Sports,2,35.19,0.1,5,UPI,63.34,West
501255,11168,2025-03-08,Sports,4,384.46,0.15,9,Card,1307.16,South
501256,11048,2025-01-15,Home,3,416.03,0.0,3,Card,1248.09,West
501257,10320,2025-03-08,Sports,4,105.09,0.1,4,Card,378.32,West
501258,10914,2025-01-18,Grocery,3,82.77,0.1,5,COD,223.48,West
501259,11462,2025-09-16,Home,2,22.99,0.05,4,Card,43.68,East
501260,10661,2025-08-15,Electronics,2,174.2,0.05,1,UPI,330.98,South
501261,11393,2025-06-18,Grocery,3,73.42,0.05,6,UPI,209.25,North
501262,10975,2025-08-04,Fashion,3,11.38,0.05,5,UPI,32.43,South
501263,11388,2025-10-23,Sports,3,371.87,0.05,5,Card,1059.83,South
501264,11355,2025-10-31,Home,3,202.59,0.0,4,UPI,607.77,West
501265,10026,2025-06-08,Home,2,10.9,0.05,8,Card,20.71,North
501266,11201,2025-08-05,Home,1,58.64,0.1,3,UPI,52.78,East
501267,10284,2025-07-30,Home,2,147.0,0.05,2,Card,279.3,South
501268,11237,2025-12-13,Beauty,4,138.49,0.15,8,UPI,470.87,North
501269,11213,2025-10-05,Electronics,3,17.71,0.0,1,Net Banking,53.13,East
501270,10388,2025-04-25,Grocery,4,14.57,0.05,4,COD,55.37,West
501271,10100,2025-11-20,Fashion,3,308.47,0.1,4,Net Banking,832.87,West
501272,10630,2025-05-26,Grocery,4,194.34,0.05,4,Card,738.49,West
501273,10455,2025-10-04,Fashion,1,143.88,0.15,1,Net Banking,122.3,North
501274,10831,2025-12-23,Home,3,82.72,0.0,2,UPI,248.16,East
501275,10124,2025-10-23,Fashion,1,83.37,0.05,6,Card,79.2,South
501276,10067,2025-02-09,Electronics,1,40.25,0.1,7,COD,36.22,East
501277,10656,2025-03-17,Sports,1,86.58,0.1,4,Card,77.92,South
501278,11155,2025-10-18,Sports,2,38.09,0.1,3,UPI,68.56,South
501279,10473,2025-02-15,Electronics,1,10.66,0.1,1,Card,9.59,North
501280,10486,2025-01-05,Fashion,2,33.95,0.0,6,Net Banking,67.9,South
501281,10247,2025-04-05,Fashion,1,27.94,0.1,6,Card,25.15,East
501282,10424,2025-06-27,Home,1,28.5,0.1,1,UPI,25.65,North
501283,10449,2025-02-16,Electronics,2,44.7,0.1,1,UPI,80.46,North
501284,10389,2025-02-25,Sports,2,22.47,0.0,5,UPI,44.94,North
501285,10516,2025-05-04,Home,2,53.43,0.15,5,COD,90.83,North
501286,10426,2025-08-07,Fashion,2,54.85,0.1,4,Card,98.73,West
501287,11022,2025-07-18,Home,2,18.58,0.0,4,UPI,37.16,West
501288,10508,2025-10-19,Fashion,1,61.73,0.0,4,COD,61.73,West
501289,11133,2025-12-24,Electronics,2,86.49,0.1,5,Card,155.68,North
501290,10908,2025-01-13,Beauty,4,41.52,0.15,3,COD,141.17,North
501291,10961,2025-09-09,Fashion,1,14.01,0.05,4,COD,13.31,South
501292,10876,2025-03-01,Beauty,1,120.28,0.15,3,COD,102.24,West
501293,11385,2025-05-12,Fashion,4,73.69,0.05,3,Net Banking,280.02,West
501294,10384,2025-05-06,Home,3,40.03,0.05,1,Net Banking,114.09,South
501295,11474,2025-09-13,Beauty,2,11.48,0.1,4,UPI,20.66,South
501296,10310,2025-04-04,Sports,4,13.11,0.0,6,UPI,52.44,North
501297,10208,2025-11-23,Beauty,2,12.56,0.0,4,Net Banking,25.12,East
501298,11240,2025-05-20,Electronics,3,231.43,0.1,4,Card,624.86,North
501299,11344,2025-10-25,Grocery,3,30.48,0.0,7,Card,91.44,East
501300,10140,2025-12-14,Sports,1,46.63,0.0,7,COD,46.63,North
501301,10900,2025-07-06,Sports,4,111.95,0.0,8,Card,447.8,South
501302,10770,2025-02-06,Sports,3,81.05,0.0,9,UPI,243.15,East
501303,10331,2025-09-14,Sports,1,12.81,0.0,5,UPI,12.81,West
501304,10781,2025-06-04,Sports,4,361.44,0.0,2,COD,1445.76,South
501305,11029,2025-05-04,Fashion,3,23.87,0.15,3,COD,60.87,West
501306,10862,2025-06-16,Electronics,4,142.6,0.1,6,Net Banking,513.36,West
501307,10780,2025-04-20,Fashion,4,255.1,0.1,7,COD,918.36,West
501308,11329,2025-04-13,Home,2,68.03,0.0,2,UPI,136.06,South
501309,10339,2025-12-28,Sports,4,15.05,0.0,5,Card,60.2,North
501310,10936,2025-04-12,Beauty,1,86.3,0.15,3,UPI,73.35,North
501311,10475,2025-06-17,Grocery,2,21.47,0.1,4,UPI,38.65,South
501312,11461,2025-09-18,Fashion,3,254.95,0.15,4,COD,650.12,West
501313,10378,2025-03-22,Fashion,3,120.94,0.05,5,UPI,344.68,South
501314,11308,2025-08-14,Grocery,1,212.08,0.1,9,Card,190.87,East
501315,10949,2025-11-23,Beauty,1,227.0,0.05,5,COD,215.65,West
501316,10323,2025-10-24,Beauty,4,14.64,0.0,4,COD,58.56,South
501317,11139,2025-01-11,Beauty,4,13.56,0.15,3,UPI,46.1,North
501318,10362,2025-05-28,Grocery,3,91.73,0.0,4,UPI,275.19,North
501319,10394,2025-01-01,Sports,3,104.35,0.05,3,Card,297.4,East
501320,10518,2025-08-10,Electronics,4,254.44,0.0,5,Card,1017.76,West
501321,11023,2025-04-29,Beauty,1,106.6,0.1,1,COD,95.94,West
501322,10588,2025-11-23,Beauty,4,221.11,0.1,4,Card,796.0,South
501323,10854,2025-03-06,Fashion,1,33.29,0.05,4,UPI,31.63,West
